pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
8,424,0.87,0,0.59,1,4,0.114,0.44,0.63,0.13,0.89,0.14,1
6,359,0.73,0,0.54,4,1,-0.043,0.21,0.7,7.78,0.95,0.15,1
2,598,0.79,0,0.49,2,1,-0.088,0.38,0.56,2.62,0.82,0.01,0
15,453,0.18,0,0.56,0,1,0.271,0.71,0.55,4.39,0.38,0.0,0
7,493,0.46,0,0.42,1,0,-0.02,0.44,0.3,2.0,0.53,0.07,0
2,598,0.65,0,0.43,1,2,0.243,0.49,0.29,6.9,0.65,0.08,0
7,466,0.24,0,0.57,3,2,0.19,0.01,0.95,7.96,0.31,0.18,0
4,56,0.77,0,0.41,4,3,0.114,0.06,0.16,1.7,0.93,0.19,0
15,434,0.17,0,0.63,3,4,0.258,0.69,0.56,4.13,0.25,0.17,0
14,328,0.63,0,0.55,5,0,-0.084,0.07,0.58,0.44,0.77,0.04,0
7,456,0.92,0,0.58,5,2,0.191,0.28,0.84,6.03,1.0,0.13,0
2,220,0.15,0,0.38,2,1,0.099,0.52,0.14,1.61,0.31,0.06,0
5,184,0.39,0,0.34,0,4,0.162,0.2,0.35,2.4,0.41,0.12,0
2,190,0.35,1,0.51,2,2,0.228,0.04,0.68,6.08,0.48,0.69,1
8,403,0.86,0,0.68,5,3,0.233,0.84,0.52,7.5,0.87,0.16,1
4,582,0.63,0,0.49,4,1,0.114,0.29,0.67,5.22,0.92,0.02,1
12,587,0.68,0,0.62,5,3,0.182,0.18,0.75,1.94,0.87,0.09,1
2,569,0.36,1,0.4,0,0,0.225,0.51,0.06,3.5,0.43,0.89,0
12,577,0.58,0,0.56,0,1,-0.076,0.16,0.97,7.93,0.62,0.05,0
15,195,0.28,0,0.51,1,3,-0.095,0.44,0.53,0.89,0.53,0.05,0
3,392,0.36,0,0.48,3,0,-0.024,0.4,0.58,3.31,0.59,0.07,0
4,468,0.39,0,0.52,3,2,0.289,0.3,0.81,6.59,0.44,0.2,0
11,592,0.97,0,0.52,4,2,0.279,0.76,0.1,0.9,1.0,0.1,0
14,357,0.12,0,0.61,2,5,0.068,0.99,0.65,0.48,0.26,0.0,1
12,219,0.99,0,0.54,1,2,0.074,0.7,0.18,3.88,1.0,0.01,0
12,357,0.41,0,0.53,1,4,0.131,0.24,0.62,7.09,0.62,0.15,0
6,350,0.74,0,0.49,5,1,0.061,0.54,0.01,5.12,1.0,0.2,0
8,95,0.41,0,0.57,5,5,0.056,0.16,0.93,4.09,0.61,0.12,0
8,432,0.74,0,0.53,1,5,0.088,0.21,0.56,5.21,0.79,0.11,0
3,428,0.55,0,0.53,1,0,0.219,0.16,0.72,7.61,0.72,0.19,0
3,527,0.77,0,0.46,3,1,0.039,0.69,0.25,5.86,0.77,0.05,1
9,173,0.35,0,0.52,1,0,0.005,0.0,0.89,2.78,0.62,0.04,0
7,491,0.23,0,0.54,4,0,0.023,0.45,0.81,4.37,0.43,0.09,0
10,452,0.67,0,0.47,1,5,0.218,0.06,0.42,6.8,0.7,0.06,0
5,453,0.42,0,0.46,4,4,-0.03,0.02,0.17,2.89,0.63,0.1,0
7,483,0.94,0,0.38,3,1,-0.069,0.2,0.02,4.43,1.0,0.02,0
15,160,0.54,0,0.44,1,5,0.256,0.31,0.05,6.6,0.54,0.1,0
7,250,0.29,0,0.46,1,5,-0.086,0.94,0.06,7.61,0.49,0.08,0
13,152,0.55,0,0.58,2,2,-0.071,0.75,0.53,2.65,0.66,0.03,0
13,111,0.65,0,0.58,4,3,-0.068,0.38,0.98,3.32,0.8,0.13,0
15,11,0.33,0,0.47,5,0,0.077,0.61,0.34,4.09,0.51,0.02,0
14,142,0.91,0,0.5,0,3,0.056,0.49,0.54,2.56,0.99,0.17,1
6,62,0.88,0,0.43,2,1,0.259,0.77,0.57,2.77,1.0,0.17,1
2,20,0.7,0,0.35,2,2,0.05,0.17,0.66,0.2,0.93,0.19,0
8,101,0.29,0,0.49,1,5,-0.02,0.12,0.76,2.04,0.39,0.07,1
10,570,0.71,0,0.55,4,1,-0.037,0.82,0.18,7.67,0.8,0.07,1
10,367,0.18,0,0.54,3,4,-0.099,0.97,0.16,4.86,0.43,0.19,0
8,238,0.99,0,0.62,5,4,-0.075,0.89,0.3,0.43,1.0,0.07,1
5,411,0.82,0,0.51,1,4,-0.008,0.96,0.3,6.07,1.0,0.1,1
10,277,0.2,0,0.56,2,5,0.11,0.19,0.99,4.18,0.42,0.16,0
4,136,0.61,0,0.44,2,0,0.033,0.06,0.83,7.5,0.62,0.13,1
6,125,0.58,0,0.32,3,3,-0.032,0.06,0.05,2.03,0.85,0.11,0
2,487,0.17,0,0.46,2,0,-0.088,0.71,0.36,4.22,0.45,0.06,0
11,503,0.77,1,0.57,2,4,0.051,0.38,0.0,1.08,0.91,0.81,0
13,486,0.3,0,0.56,4,0,0.117,0.19,0.52,1.69,0.34,0.07,0
11,293,0.05,0,0.39,1,2,-0.053,0.02,0.4,6.19,0.11,0.19,0
7,433,0.58,0,0.35,0,1,0.167,0.1,0.2,3.76,0.86,0.06,0
2,259,0.37,0,0.45,1,0,0.144,0.88,0.52,6.05,0.52,0.04,0
4,380,0.18,0,0.4,3,0,0.109,0.54,0.35,1.45,0.39,0.18,0
2,91,0.29,1,0.41,1,2,0.022,0.98,0.27,3.92,0.53,0.61,1
10,45,0.6,0,0.5,4,0,0.141,0.36,0.79,7.81,0.73,0.1,0
2,37,0.68,0,0.36,1,0,0.037,0.21,0.9,4.33,0.91,0.02,0
1,305,0.82,0,0.6,1,1,0.072,0.64,0.89,0.25,1.0,0.16,0
13,523,0.48,0,0.56,0,5,0.188,0.95,0.58,0.81,0.62,0.09,1
13,76,0.16,0,0.51,2,3,0.299,0.92,0.42,7.46,0.24,0.08,0
9,73,0.58,1,0.54,4,0,-0.034,0.49,0.56,5.13,0.62,0.56,1
11,70,0.64,1,0.58,5,4,0.017,0.72,0.35,8.0,0.76,0.44,1
13,289,0.25,0,0.45,1,0,0.112,0.37,0.4,3.95,0.52,0.09,1
9,102,0.31,0,0.47,0,0,0.199,0.27,0.78,2.96,0.4,0.05,1
12,437,0.35,0,0.62,3,4,0.095,0.58,0.52,1.29,0.58,0.1,0
5,162,0.48,0,0.52,2,2,0.298,0.71,0.58,5.93,0.54,0.02,0
8,204,0.82,0,0.58,2,2,0.078,0.94,0.51,6.69,0.94,0.2,0
11,500,0.91,0,0.65,5,2,-0.025,0.59,0.7,2.84,1.0,0.01,0
8,128,0.58,0,0.44,3,0,0.207,0.11,0.29,1.8,0.64,0.01,0
13,65,0.09,0,0.38,0,3,0.173,0.85,0.46,1.18,0.13,0.02,0
12,484,0.15,0,0.65,5,2,-0.096,0.87,0.76,1.43,0.28,0.03,0
12,306,0.25,0,0.47,0,3,0.263,0.41,0.4,7.46,0.41,0.01,0
2,410,0.66,0,0.47,2,0,0.027,0.31,0.42,7.09,0.96,0.08,0
8,529,0.2,1,0.58,5,1,0.074,0.02,0.69,0.86,0.4,0.55,1
15,71,0.28,0,0.45,4,3,-0.009,0.87,0.15,6.17,0.29,0.09,0
6,298,0.67,0,0.62,5,5,-0.028,0.16,0.97,0.91,0.77,0.06,0
9,449,0.92,0,0.52,5,0,0.046,0.89,0.24,7.74,1.0,0.09,1
13,459,0.86,0,0.68,5,4,0.054,0.36,0.83,1.07,1.0,0.02,0
6,379,0.98,1,0.55,1,4,0.279,0.04,0.4,3.94,0.98,0.36,1
11,564,0.61,1,0.52,2,4,0.059,0.15,0.4,2.51,0.81,0.57,1
2,379,0.13,0,0.45,2,1,0.178,0.36,0.87,1.61,0.37,0.12,0
3,470,0.81,0,0.34,2,2,0.112,0.02,0.07,7.95,0.89,0.03,0
13,96,0.43,1,0.58,0,2,-0.041,0.7,0.92,6.16,0.63,0.87,1
5,465,0.09,0,0.33,0,0,-0.057,0.53,0.11,4.66,0.29,0.12,1
14,573,0.62,1,0.67,2,1,0.079,0.79,0.3,5.33,0.91,0.87,0
15,416,0.54,1,0.61,4,1,-0.097,0.01,0.85,2.59,0.69,0.73,0
15,525,0.09,0,0.42,0,1,-0.013,0.71,0.03,7.95,0.13,0.02,1
7,231,0.37,0,0.54,5,5,0.073,0.8,0.59,5.08,0.56,0.2,0
10,315,0.45,1,0.56,5,0,-0.036,0.96,0.29,3.44,0.72,0.84,1
12,360,0.59,0,0.55,3,1,-0.079,0.82,0.27,4.07,0.85,0.12,0
2,181,0.42,0,0.41,0,0,-0.002,0.08,0.84,5.96,0.68,0.19,0
14,127,0.77,0,0.55,3,4,0.153,0.21,0.29,4.6,0.89,0.06,0
13,410,0.33,0,0.63,2,2,-0.084,0.39,0.88,5.65,0.36,0.04,0
14,236,0.07,0,0.47,2,5,0.292,0.55,0.49,2.04,0.37,0.02,0
6,376,0.52,0,0.47,3,0,0.102,0.01,0.32,4.03,0.62,0.06,0
6,282,0.65,0,0.42,1,5,0.156,0.51,0.35,4.37,0.93,0.12,0
6,395,0.63,1,0.55,5,4,0.066,0.14,0.46,5.51,0.68,0.59,0
8,353,0.27,0,0.61,4,1,0.145,0.61,0.75,2.76,0.35,0.2,0
13,38,0.2,0,0.43,1,4,-0.093,0.86,0.5,5.42,0.49,0.03,0
1,141,0.76,0,0.5,1,1,0.082,0.78,0.67,2.22,0.96,0.14,1
4,195,0.95,0,0.47,0,4,0.072,0.66,0.43,3.75,1.0,0.01,0
12,268,0.5,0,0.45,1,0,0.185,0.1,0.66,0.49,0.69,0.05,0
14,576,0.21,0,0.56,0,5,0.119,0.47,0.48,4.97,0.22,0.04,0
5,150,0.18,1,0.44,1,4,-0.048,0.26,0.36,6.11,0.24,0.84,1
8,352,0.1,0,0.49,5,4,0.11,0.34,0.09,7.49,0.4,0.06,0
7,199,0.55,0,0.63,3,5,0.206,0.49,0.83,6.99,0.72,0.15,1
6,578,0.28,0,0.55,4,2,0.079,0.47,0.88,4.61,0.48,0.14,0
3,60,0.19,0,0.44,2,2,0.063,0.85,0.71,5.63,0.48,0.19,0
11,468,0.55,0,0.61,4,4,0.107,0.43,0.72,5.97,0.79,0.17,0
13,340,0.98,0,0.61,5,0,-0.054,0.56,0.75,1.38,1.0,0.19,0
8,223,0.52,1,0.62,1,3,0.17,0.51,0.78,3.03,0.69,0.84,1
8,480,0.59,0,0.6,4,5,0.153,0.81,0.79,0.16,0.8,0.13,1
12,266,0.22,0,0.47,5,3,0.138,0.4,0.32,2.57,0.47,0.07,0
13,48,0.59,1,0.63,0,5,0.179,0.67,0.8,5.31,0.71,0.8,1
12,500,0.91,1,0.7,5,1,0.094,0.67,0.64,7.01,0.99,0.71,1
11,136,0.64,0,0.4,1,0,0.28,0.35,0.46,4.69,0.88,0.07,1
15,267,0.25,1,0.62,2,1,0.278,0.46,0.68,5.44,0.53,0.45,0
3,402,0.81,0,0.41,3,2,-0.081,0.67,0.01,5.67,1.0,0.12,0
8,81,0.65,1,0.47,1,4,-0.088,0.79,0.09,5.28,0.86,0.32,0
7,427,0.62,0,0.62,5,2,0.09,0.79,0.9,6.0,0.77,0.15,0
6,404,0.45,0,0.58,1,5,-0.08,0.15,0.76,3.09,0.65,0.14,0
8,393,0.52,0,0.58,0,3,0.288,0.76,0.75,5.29,0.62,0.14,1
8,400,0.3,0,0.58,5,5,0.286,0.07,0.68,0.71,0.52,0.13,0
11,247,0.15,0,0.45,1,3,0.033,0.7,0.26,4.64,0.32,0.06,0
7,415,0.26,0,0.58,5,3,-0.02,0.15,0.93,6.34,0.26,0.14,1
9,478,0.88,0,0.73,5,5,-0.078,0.3,0.91,0.86,1.0,0.13,0
4,492,0.76,0,0.57,1,4,0.066,0.93,0.48,5.03,1.0,0.06,0
8,485,0.71,0,0.49,2,4,0.137,0.71,0.04,0.71,0.81,0.12,0
10,103,0.36,0,0.42,1,3,-0.096,0.66,0.57,1.74,0.57,0.04,0
4,487,0.82,0,0.6,1,0,-0.0,0.76,0.84,2.3,0.95,0.1,0
2,543,0.3,1,0.63,2,1,-0.075,0.59,0.8,6.02,0.51,0.77,1
10,165,0.2,0,0.44,2,1,0.176,0.32,0.49,0.21,0.41,0.0,0
9,186,0.63,0,0.44,1,2,0.28,0.54,0.44,4.9,0.7,0.15,0
10,424,0.34,0,0.56,3,4,0.166,0.85,0.5,3.3,0.62,0.06,1
9,256,0.15,0,0.41,0,4,0.28,0.73,0.05,4.37,0.15,0.06,0
6,31,0.76,0,0.41,0,5,-0.095,0.53,0.11,4.5,0.86,0.18,0
8,271,0.29,0,0.61,4,1,0.079,0.81,0.73,7.64,0.42,0.17,0
13,343,0.28,0,0.49,2,3,0.077,0.74,0.41,1.83,0.35,0.18,0
15,445,0.92,0,0.52,0,4,0.27,0.34,0.18,3.88,0.97,0.18,1
6,56,0.36,0,0.41,4,2,-0.097,0.91,0.0,3.79,0.41,0.12,0
7,172,0.62,0,0.56,4,3,0.08,0.98,0.41,0.13,0.7,0.19,0
2,454,0.76,0,0.53,2,0,0.056,0.36,0.61,5.16,0.91,0.1,0
10,359,0.91,1,0.71,3,0,-0.002,0.8,0.61,2.03,1.0,0.97,0
2,450,0.28,0,0.36,0,1,0.092,0.48,0.48,1.9,0.45,0.02,0
8,460,0.4,1,0.61,0,4,-0.067,0.55,0.56,4.15,0.67,0.64,1
4,134,0.74,0,0.28,0,0,0.267,0.32,0.01,2.29,0.98,0.09,0
5,38,0.36,1,0.43,4,1,0.011,0.93,0.29,1.01,0.53,0.91,1
10,244,0.28,0,0.51,0,3,0.034,0.2,0.88,1.56,0.55,0.12,0
14,559,0.07,0,0.59,1,4,-0.026,0.7,0.59,7.33,0.19,0.11,0
8,521,0.67,0,0.68,5,3,0.294,0.47,0.94,1.98,0.84,0.09,0
12,258,0.87,1,0.79,3,0,0.128,0.66,1.0,4.03,1.0,0.98,1
11,304,0.31,1,0.39,0,3,0.182,0.6,0.16,4.88,0.42,0.32,0
10,241,0.73,0,0.42,1,3,0.042,0.45,0.16,2.32,0.94,0.07,1
6,440,0.52,0,0.58,3,2,-0.019,0.55,0.77,5.8,0.54,0.06,0
12,571,0.49,0,0.46,4,5,0.1,0.01,0.33,2.52,0.5,0.11,0
7,351,0.64,1,0.6,3,4,-0.013,0.62,0.37,6.16,0.78,0.98,0
14,51,0.44,0,0.44,1,0,0.212,0.53,0.32,4.38,0.56,0.16,1
14,538,0.94,0,0.7,4,4,0.208,0.11,0.98,5.8,1.0,0.02,0
1,441,0.7,0,0.49,1,0,-0.087,0.56,0.68,4.01,0.87,0.19,1
9,409,0.45,0,0.6,0,3,0.09,0.37,0.93,4.51,0.65,0.15,0
2,8,0.35,0,0.35,2,2,0.255,0.48,0.66,2.83,0.57,0.01,0
12,550,0.67,0,0.53,4,0,-0.09,0.54,0.32,2.6,0.89,0.04,0
6,488,0.65,0,0.56,0,1,0.015,0.11,0.79,0.69,0.66,0.15,0
4,124,0.44,0,0.31,0,3,0.207,0.82,0.09,5.08,0.44,0.19,0
1,287,0.47,0,0.35,0,0,-0.083,0.83,0.34,2.41,0.67,0.12,0
7,589,0.64,0,0.67,5,3,0.024,0.79,0.62,2.66,0.65,0.15,0
9,46,0.92,0,0.5,5,3,-0.016,0.22,0.29,1.12,0.99,0.07,0
2,501,0.09,0,0.39,0,1,-0.074,0.76,0.3,5.14,0.31,0.05,0
11,421,0.43,0,0.52,4,0,0.208,0.73,0.26,1.69,0.5,0.0,0
12,568,0.87,0,0.6,5,3,0.098,0.17,0.32,2.41,1.0,0.08,1
10,519,0.95,0,0.45,3,0,0.281,0.5,0.12,3.18,1.0,0.18,0
4,563,0.33,1,0.49,1,4,-0.062,0.05,0.38,2.6,0.51,1.0,1
3,362,0.26,0,0.45,3,3,0.137,0.45,0.17,6.94,0.29,0.19,0
5,505,0.32,0,0.56,0,5,0.126,0.51,0.78,0.96,0.33,0.04,0
2,439,0.08,0,0.34,1,0,0.006,0.91,0.25,0.7,0.16,0.01,0
6,194,0.46,0,0.47,2,5,0.164,0.74,0.14,7.22,0.55,0.12,0
2,592,0.81,0,0.38,0,2,0.227,0.56,0.25,4.05,0.84,0.0,0
4,459,0.28,0,0.44,2,1,0.025,0.17,0.48,3.34,0.4,0.06,0
5,281,0.05,0,0.32,5,0,-0.024,0.19,0.15,2.83,0.1,0.11,0
12,161,0.84,0,0.36,2,0,0.245,0.36,0.07,0.07,0.9,0.05,0
6,149,0.87,0,0.45,2,3,0.261,0.5,0.06,7.24,0.97,0.18,0
8,78,0.19,0,0.35,2,0,0.177,0.18,0.62,3.91,0.25,0.16,0
8,258,0.28,0,0.52,1,3,0.079,0.72,0.44,3.48,0.54,0.18,0
10,304,0.77,0,0.63,3,5,0.183,0.75,0.58,1.21,0.93,0.05,0
4,432,0.51,0,0.58,3,1,0.295,0.83,0.75,3.23,0.7,0.14,0
15,343,0.27,0,0.46,3,5,0.101,0.76,0.03,0.61,0.46,0.14,0
8,20,0.37,1,0.29,1,4,0.172,0.22,0.2,5.23,0.46,0.37,1
5,558,0.83,0,0.66,3,1,0.115,0.87,0.87,1.78,0.88,0.15,0
4,78,0.15,0,0.34,1,4,0.094,0.91,0.36,1.97,0.23,0.12,0
13,441,0.06,0,0.45,1,1,0.186,0.35,0.29,0.3,0.19,0.18,0
5,511,0.57,0,0.64,1,2,-0.058,0.78,0.99,1.17,0.75,0.02,1
1,430,0.17,0,0.44,1,0,-0.069,0.87,0.84,7.12,0.19,0.0,0
9,70,0.09,0,0.44,3,5,0.042,0.87,0.42,3.17,0.39,0.2,0
13,405,0.58,0,0.45,1,0,0.016,0.44,0.23,7.89,0.82,0.14,0
13,207,0.6,1,0.6,0,4,0.257,0.16,0.91,2.73,0.66,0.57,1
1,186,0.99,0,0.49,1,1,0.105,0.33,0.65,4.99,1.0,0.17,1
3,477,0.27,0,0.47,2,1,-0.039,0.78,0.21,1.08,0.31,0.14,0
1,119,0.33,1,0.37,0,1,0.096,0.88,0.29,5.13,0.53,0.58,0
8,564,0.1,0,0.6,5,4,-0.031,0.98,0.75,1.73,0.24,0.17,0
6,379,0.67,0,0.38,2,4,-0.002,0.49,0.04,7.0,0.75,0.09,0
12,197,0.16,0,0.5,0,5,0.252,0.79,0.77,7.93,0.4,0.0,1
13,388,0.69,0,0.54,2,0,-0.054,0.08,0.41,0.73,0.86,0.04,0
3,12,0.86,0,0.32,1,3,-0.078,0.57,0.08,3.1,0.99,0.15,0
4,124,0.41,0,0.38,4,1,-0.024,0.01,0.48,5.53,0.5,0.16,0
12,261,0.09,0,0.57,4,5,0.155,0.36,0.55,4.78,0.32,0.0,0
7,456,0.81,1,0.53,2,1,0.221,1.0,0.36,2.95,0.88,0.47,1
11,33,0.19,0,0.4,4,3,0.092,0.1,0.4,2.61,0.25,0.03,0
6,461,0.47,1,0.56,5,2,0.132,0.37,0.09,2.7,0.56,0.8,1
10,510,0.71,1,0.63,2,1,0.058,0.12,0.53,7.55,0.91,0.79,1
13,123,0.43,0,0.46,1,0,0.091,0.11,0.87,0.91,0.65,0.03,1
12,517,0.35,0,0.58,2,3,0.076,0.07,0.67,1.63,0.46,0.09,0
2,592,0.9,0,0.6,1,1,0.139,0.31,0.94,5.24,0.9,0.1,1
1,130,0.67,0,0.3,1,1,0.253,0.09,0.03,0.83,0.91,0.02,0
9,231,0.86,0,0.47,4,5,0.231,0.09,0.16,7.5,1.0,0.12,0
5,17,0.08,0,0.45,5,5,0.272,0.91,0.29,1.04,0.25,0.01,0
14,157,0.86,0,0.49,3,2,-0.018,0.76,0.17,7.68,0.88,0.17,0
6,303,0.68,0,0.48,1,2,0.264,0.53,0.13,7.62,0.96,0.09,0
12,80,0.81,0,0.55,4,2,0.06,0.22,0.81,7.53,0.94,0.13,1
5,437,0.42,0,0.51,3,2,0.07,0.32,0.76,1.87,0.46,0.12,0
13,336,0.66,0,0.67,0,5,0.253,0.48,1.0,5.23,0.75,0.13,0
13,252,0.65,0,0.5,0,3,0.117,0.85,0.05,3.87,0.88,0.17,0
7,59,0.16,0,0.41,4,1,0.294,0.27,0.7,2.58,0.4,0.06,0
4,278,0.72,0,0.51,4,3,-0.001,0.76,0.48,0.75,0.83,0.15,0
14,252,0.12,0,0.43,5,3,0.219,0.32,0.25,0.03,0.36,0.09,0
9,340,0.64,0,0.59,5,3,0.007,0.02,0.62,1.35,0.81,0.14,0
10,363,0.51,0,0.49,4,0,0.112,0.45,0.15,3.19,0.68,0.19,0
11,181,0.32,1,0.55,5,0,-0.064,0.35,0.27,6.5,0.45,0.95,0
7,186,0.75,0,0.51,4,0,0.104,0.53,0.74,5.25,0.9,0.16,1
11,125,0.49,0,0.52,4,1,0.251,0.15,0.83,1.28,0.66,0.04,0
6,7,0.83,0,0.49,1,4,0.241,0.94,0.89,0.99,1.0,0.09,0
2,199,0.32,0,0.32,2,2,0.098,0.14,0.32,3.94,0.37,0.17,0
11,321,0.74,0,0.57,2,1,-0.086,0.59,0.9,2.09,0.74,0.1,0
5,151,0.38,0,0.49,5,2,0.299,0.14,0.96,6.35,0.67,0.16,0
6,372,0.7,0,0.62,4,3,0.098,0.8,0.71,1.79,0.92,0.16,0
6,469,0.19,0,0.53,5,0,0.069,0.68,0.9,1.02,0.35,0.05,0
11,80,0.28,0,0.47,0,0,0.09,0.19,0.95,5.41,0.34,0.08,0
14,300,0.73,0,0.46,1,1,-0.044,0.73,0.18,6.85,0.99,0.1,0
15,490,0.11,0,0.67,5,4,0.022,0.58,0.83,1.99,0.34,0.19,0
9,215,0.51,0,0.52,1,0,0.07,0.95,0.55,1.12,0.56,0.1,0
4,462,0.11,1,0.51,1,0,0.27,0.84,0.3,5.71,0.14,0.85,0
4,459,0.66,0,0.52,3,1,0.117,0.1,0.79,3.56,0.96,0.11,1
6,325,0.34,1,0.58,3,0,-0.094,0.91,0.92,2.58,0.47,0.39,1
12,108,0.68,0,0.46,0,5,0.122,0.18,0.65,1.86,0.91,0.16,0
5,508,0.51,0,0.4,1,2,0.106,0.74,0.22,0.56,0.8,0.15,0
13,245,0.26,1,0.57,0,3,0.064,0.68,0.49,5.16,0.27,0.58,1
2,591,0.8,0,0.51,1,2,-0.063,0.1,0.96,2.66,0.82,0.01,1
2,199,0.29,0,0.3,1,1,0.149,0.97,0.01,7.58,0.31,0.13,0
13,556,0.6,0,0.41,0,2,0.294,0.37,0.13,3.81,0.86,0.04,0
5,135,0.33,0,0.56,3,1,-0.041,0.88,0.92,0.48,0.5,0.17,0
6,229,0.42,1,0.53,3,4,0.154,0.13,0.81,7.89,0.69,0.32,1
11,28,0.85,0,0.54,5,2,-0.096,0.98,0.1,4.84,0.94,0.17,0
5,334,0.46,1,0.47,3,5,0.179,0.54,0.08,5.83,0.75,1.0,1
1,375,0.91,0,0.43,1,1,0.068,0.8,0.28,4.51,1.0,0.02,0
6,253,0.08,0,0.29,0,1,0.254,0.86,0.08,6.99,0.37,0.13,0
1,589,0.12,0,0.28,1,1,0.044,0.52,0.01,0.39,0.2,0.01,0
14,372,0.29,0,0.7,4,1,0.018,0.97,0.81,2.81,0.43,0.0,0
10,150,0.87,0,0.59,1,2,0.077,0.06,0.97,4.24,0.99,0.12,1
9,119,0.21,0,0.31,3,2,-0.029,0.66,0.06,5.4,0.48,0.07,0
6,27,0.47,0,0.48,0,3,0.003,0.63,0.68,3.85,0.72,0.13,0
14,108,0.64,0,0.43,1,1,0.18,0.12,0.46,3.77,0.85,0.06,0
5,304,0.31,0,0.54,2,2,0.204,0.64,0.61,6.07,0.49,0.06,0
3,525,0.9,0,0.51,0,1,0.246,0.63,0.27,5.97,0.92,0.15,0
12,165,0.79,0,0.63,5,2,0.292,0.09,0.86,7.32,0.93,0.18,1
15,10,0.6,0,0.56,2,4,0.002,0.41,0.88,6.36,0.69,0.15,0
9,511,0.58,0,0.54,3,1,0.091,0.67,0.67,3.82,0.77,0.09,0
6,259,0.31,1,0.42,0,4,-0.06,0.54,0.12,1.01,0.35,0.61,0
7,440,0.71,0,0.51,0,5,0.144,0.59,0.6,7.15,0.83,0.17,0
11,220,0.16,0,0.49,4,3,0.238,0.85,0.53,2.84,0.29,0.12,0
11,451,0.75,1,0.7,5,4,0.161,0.82,0.42,0.37,0.81,0.85,1
14,118,0.31,0,0.55,3,3,0.278,0.06,0.97,7.97,0.42,0.14,0
5,293,0.08,0,0.46,4,5,0.149,0.54,0.46,2.59,0.33,0.2,1
15,278,0.94,0,0.67,2,2,0.193,0.71,0.65,3.12,1.0,0.04,0
3,8,0.72,0,0.43,0,2,0.281,0.78,0.69,1.28,1.0,0.03,0
3,491,0.42,0,0.64,3,0,0.279,0.56,0.99,6.73,0.52,0.18,0
1,245,0.44,0,0.48,0,0,0.211,0.44,0.88,2.11,0.57,0.18,0
5,206,0.71,1,0.56,3,4,0.232,0.8,0.43,1.79,0.72,0.78,1
2,435,0.99,0,0.46,0,2,-0.055,0.19,0.68,4.66,1.0,0.09,0
6,41,0.14,0,0.33,2,3,0.145,0.53,0.48,4.08,0.32,0.1,0
4,225,0.77,0,0.49,4,0,-0.043,0.95,0.48,1.85,0.99,0.17,0
10,293,0.14,0,0.63,5,3,0.169,0.64,0.91,4.91,0.14,0.14,1
15,274,0.09,0,0.46,0,4,-0.038,0.46,0.6,0.76,0.11,0.12,1
3,33,0.82,0,0.37,0,2,0.141,0.38,0.43,3.46,1.0,0.03,0
14,198,0.58,0,0.62,3,2,0.252,0.68,0.89,2.3,0.64,0.1,0
8,252,0.34,1,0.61,2,0,0.194,0.01,0.98,1.43,0.5,0.85,1
8,594,0.24,0,0.45,1,2,-0.081,0.84,0.35,1.26,0.26,0.12,0
11,317,0.69,0,0.53,1,5,0.086,0.39,0.56,3.69,0.9,0.12,0
11,544,0.59,0,0.68,4,0,0.221,0.86,0.97,3.54,0.67,0.1,0
15,90,0.1,0,0.57,3,5,0.249,0.78,0.6,6.93,0.11,0.04,1
6,502,0.26,0,0.27,0,1,-0.093,0.02,0.08,7.17,0.46,0.11,0
5,260,0.8,0,0.53,0,1,0.069,0.44,0.92,2.33,0.87,0.16,1
4,383,0.25,0,0.38,0,0,0.253,0.72,0.51,2.96,0.27,0.19,1
1,52,0.74,0,0.39,1,1,0.127,0.09,0.95,2.88,0.95,0.2,0
12,460,0.25,1,0.6,4,3,0.225,0.66,0.08,7.09,0.31,0.76,1
7,165,0.12,0,0.44,4,4,0.241,0.92,0.16,5.81,0.36,0.2,1
7,347,0.31,0,0.52,3,3,-0.079,0.92,0.31,0.68,0.52,0.07,0
14,487,0.13,0,0.4,5,0,0.298,0.03,0.3,0.42,0.38,0.05,1
6,421,0.11,1,0.59,3,3,0.14,0.19,0.89,6.9,0.4,0.72,0
5,519,0.85,0,0.42,1,2,0.089,0.01,0.27,1.44,0.95,0.15,0
11,517,0.44,1,0.46,5,3,0.035,0.26,0.11,4.15,0.47,0.38,1
14,104,0.41,0,0.48,4,0,0.279,0.57,0.67,6.9,0.52,0.01,0
9,395,0.86,0,0.64,0,2,0.008,0.29,0.9,7.25,0.96,0.03,1
3,419,0.52,0,0.54,0,2,0.239,0.06,0.82,1.82,0.71,0.13,0
7,527,0.29,0,0.49,3,0,0.017,0.25,0.41,4.51,0.48,0.06,0
8,396,0.68,0,0.65,5,0,-0.082,0.53,0.9,1.76,0.7,0.09,1
12,483,0.42,1,0.58,5,0,0.025,0.12,0.46,0.67,0.64,0.86,1
14,473,0.38,0,0.62,5,5,0.115,0.01,0.9,7.3,0.67,0.04,0
8,452,0.15,0,0.53,3,3,0.22,0.43,0.49,5.5,0.34,0.03,0
4,311,0.61,0,0.41,1,0,0.28,0.59,0.15,2.9,0.65,0.15,0
4,437,0.96,0,0.49,2,0,0.258,0.68,0.1,5.5,1.0,0.12,0
